bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36008101195001,360811195001,G36008101195001,360811195001,1,1,1,1,1,1,1,1
G36008101199001,360811199001,G36008101199001,360811199001,1,1,1,1,1,1,1,1
G36008101201001,360811201001,G36008101201001,360811201001,1,1,1,1,1,1,1,1
G36008101203001,360811203001,G36008101203001,360811203001,1,1,1,1,1,1,1,1
G36008101203002,360811203002,G36008101203002,360811203002,1,1,1,1,1,1,1,1
G36008101205001,360811205001,G36008101205001,360811205001,0.5983514147,0.5109126984,0.4941130298,0.4885386819,0.4353535354,0.4351939451,0.6274509804,0.3494152047
G36008101205001,360811205001,G36008101205002,360811205002,0.4016485853,0.4890873016,0.5058869702,0.5114613181,0.5646464646,0.5648060549,0.3725490196,0.6505847953
G36008101207001,360811207001,G36008101207012,360811207012,0.3825387924,1,1,1,1,1,1,1
G36008101207001,360811207001,G36008101207021,360811207021,0.6174612076,0,0,0,0,0,0,0
G36008101207002,360811207002,G36008101207011,360811207011,1,1,1,1,1,1,1,1
G36008101211001,360811211001,G36008101211001,360811211001,1,1,1,1,1,1,1,1
G36008101215001,360811215001,G36008101215001,360811215001,1,1,1,1,1,1,1,1
G36008101215002,360811215002,G36008101215002,360811215002,1,1,1,1,1,1,1,1
G36008101215003,360811215003,G36008101215003,360811215003,1,1,1,1,1,1,1,1
G36008101223001,360811223001,G36008101223001,360811223001,1,1,1,1,1,1,1,1
G36008101223002,360811223002,G36008101223002,360811223002,1,1,1,1,1,1,1,1
G36008101223003,360811223003,G36008101223003,360811223003,1,1,1,1,1,1,1,1
G36008101227011,360811227011,G36008101227031,360811227031,0.7775414947,0.7418278853,0.7491721854,0.7368421053,0.7316561845,0.719038817,0.783919598,0.6942446043
G36008101227011,360811227011,G36008101227035,360811227035,0.2224585053,0.2581721147,0.2508278146,0.2631578947,0.2683438155,0.280961183,0.216080402,0.3057553957
G36008101227012,360811227012,G36008101227035,360811227035,0.5381060035,0.376146789,0.3903508772,0.375,0.3818181818,0.3846153846,0.4390243902,0.2142857143
G36008101227012,360811227012,G36008101227043,360811227043,0.4618939965,0.623853211,0.6096491228,0.625,0.6181818182,0.6153846154,0.5609756098,0.7857142857
G36008101227013,360811227013,G36008101227041,360811227041,0.6892795042,0.7181069959,0.7182688306,0.6876790831,0.7292707293,0.7273567468,0.564792176,0.8429054054
G36008101227013,360811227013,G36008101227043,360811227043,0.3107204958,0.2818930041,0.2817311694,0.3123209169,0.2707292707,0.2726432532,0.435207824,0.1570945946
G36008101227014,360811227014,G36008101227042,360811227042,1,1,1,1,1,1,1,1
G36008101227015,360811227015,G36008101227032,360811227032,1,1,1,1,1,1,1,1
G36008101227016,360811227016,G36008101227033,360811227033,1,1,1,1,1,1,1,1
G36008101227017,360811227017,G36008101227034,360811227034,1,1,1,1,1,1,1,1
G36008101227021,360811227021,G36008101227022,360811227022,1,1,1,1,1,1,1,1
G36008101227022,360811227022,G36008101227021,360811227021,1,1,1,1,1,1,1,1
G36008101227023,360811227023,G36008101227023,360811227023,1,1,1,1,1,1,1,1
G36008101227024,360811227024,G36008101227025,360811227025,1,1,1,1,1,1,1,1
G36008101227025,360811227025,G36008101227024,360811227024,1,1,1,1,1,1,1,1
G36008101241001,360811241001,G36008101241001,360811241001,1,1,1,1,1,1,1,1
G36008101241002,360811241002,G36008101241002,360811241002,1,1,1,1,1,1,1,1
G36008101241003,360811241003,G36008101241003,360811241003,1,1,1,1,1,1,1,1
G36008101247001,360811247001,G36008101247001,360811247001,1,1,1,1,1,1,1,1
G36008101247002,360811247002,G36008101247002,360811247002,1,1,1,1,1,1,1,1
G36008101247003,360811247003,G36008101247003,360811247003,1,1,1,1,1,1,1,1
G36008101257001,360811257001,G36008101257001,360811257001,1,1,1,1,1,1,1,1
G36008101257002,360811257002,G36008101257002,360811257002,1,1,1,1,1,1,1,1
G36008101257003,360811257003,G36008101257003,360811257003,1,1,1,1,1,1,1,1
G36008101265001,360811265001,G36008101265001,360811265001,1,1,1,1,1,1,1,1
G36008101265002,360811265002,G36008101265002,360811265002,1,1,1,1,1,1,1,1
G36008101267001,360811267001,G36008101267001,360811267001,1,1,1,1,1,1,1,1
G36008101267002,360811267002,G36008100450001,360810450001,0.0203019075,0,0,0,0,0,0,0
G36008101267002,360811267002,G36008100452001,360810452001,0.0219103332,0,0,0,0,0,0,0
G36008101267002,360811267002,G36008101267002,360811267002,0.9577877593,1,1,1,1,1,1,1
G36008101267003,360811267003,G36008101267003,360811267003,1,1,1,1,1,1,1,1
G36008101277001,360811277001,G36008101277001,360811277001,1,1,1,1,1,1,1,1
G36008101277002,360811277002,G36008101277002,360811277002,1,1,1,1,1,1,1,1
G36008101277003,360811277003,G36008101277003,360811277003,1,1,1,1,1,1,1,1
G36008101277004,360811277004,G36008101277004,360811277004,1,1,1,1,1,1,1,1
G36008101283001,360811283001,G36008100492011,360810492011,0.0037587035,0,0,0,0,0,0,0
G36008101283001,360811283001,G36008100552001,360810552001,0.0000147281,0,0,0,0,0,0,0
G36008101283001,360811283001,G36008101283001,360811283001,0.9962265684,1,1,1,1,1,1,1
G36008101291021,360811291021,G36008101291021,360811291021,1,1,1,1,1,1,1,1
G36008101291022,360811291022,G36008100552001,360810552001,0.0189017464,0,0,0,0,0,0,0
G36008101291022,360811291022,G36008101283001,360811283001,0.030011534,0,0,0,0,0,0,0
G36008101291022,360811291022,G36008101291022,360811291022,0.9510867197,1,1,1,1,1,1,1
G36008101291023,360811291023,G36008101291023,360811291023,1,1,1,1,1,1,1,1
G36008101291024,360811291024,G36008101291024,360811291024,1,1,1,1,1,1,1,1
G36008101291031,360811291031,G36008101291031,360811291031,1,1,1,1,1,1,1,1
G36008101291032,360811291032,G36008101291032,360811291032,1,1,1,1,1,1,1,1
G36008101291033,360811291033,G36008101291033,360811291033,1,1,1,1,1,1,1,1
G36008101291041,360811291041,G36008101291041,360811291041,1,1,1,1,1,1,1,1
G36008101291042,360811291042,G36008101291042,360811291042,1,1,1,1,1,1,1,1
G36008101291043,360811291043,G36008101291043,360811291043,1,1,1,1,1,1,1,1
G36008101291044,360811291044,G36008101291044,360811291044,1,1,1,1,1,1,1,1
G36008101291045,360811291045,G36008101291045,360811291045,1,1,1,1,1,1,1,1
G36008101301001,360811301001,G36008101301001,360811301001,1,1,1,1,1,1,1,1
G36008101301002,360811301002,G36008101301002,360811301002,1,1,1,1,1,1,1,1
G36008101301003,360811301003,G36008101301003,360811301003,1,1,1,1,1,1,1,1
G36008101301004,360811301004,G36008101301004,360811301004,1,1,1,1,1,1,1,1
G36008101333001,360811333001,G36008101333001,360811333001,1,1,1,1,1,1,1,1
G36008101333002,360811333002,G36008101333002,360811333002,1,1,1,1,1,1,1,1
G36008101333003,360811333003,G36008101333003,360811333003,1,1,1,1,1,1,1,1
G36008101333004,360811333004,G36008101333004,360811333004,1,1,1,1,1,1,1,1
G36008101339001,360811339001,G36008101339001,360811339001,1,1,1,1,1,1,1,1
G36008101341001,360811341001,G36008101341001,360811341001,1,1,1,1,1,1,1,1
G36008101341002,360811341002,G36008101341002,360811341002,1,1,1,1,1,1,1,1
G36008101341003,360811341003,G36008101341003,360811341003,1,1,1,1,1,1,1,1
G36008101347001,360811347001,G36008101347011,360811347011,1,1,1,1,1,1,1,1
G36008101347002,360811347002,G36008101347021,360811347021,0.305648974,0.9857752489,0.9820143885,1,1,1,1,1
G36008101347002,360811347002,G36008101347023,360811347023,0.694351026,0.0142247511,0.0179856115,0,0,0,0,0
G36008101347003,360811347003,G36008101347022,360811347022,1,1,1,1,1,1,1,1
G36008101347004,360811347004,G36008101347021,360811347021,1,1,1,1,1,1,1,1
G36008101347005,360811347005,G36008101347012,360811347012,0.6480433188,0.7993092548,0.8010743163,0.7978556198,0.8019199318,0.8027052286,0.7918489186,0.8019278743
G36008101347005,360811347005,G36008101347013,360811347013,0.3519566812,0.2006907452,0.1989256837,0.2021443802,0.1980800682,0.1972947714,0.2081510814,0.1980721257
G36008101367001,360811367001,G36008101367005,360811367005,0.5307965134,0.5281365314,0.5272189349,0.5375426621,0.527100271,0.5261813538,0.7450980392,0.3228346457
G36008101367001,360811367001,G36008101367006,360811367006,0.4692034866,0.4718634686,0.4727810651,0.4624573379,0.472899729,0.4738186462,0.2549019608,0.6771653543
G36008101367002,360811367002,G36008101367001,360811367001,1,1,1,1,1,1,1,1
G36008101367003,360811367003,G36008101367002,360811367002,1,1,1,1,1,1,1,1
G36008101367004,360811367004,G36008101367003,360811367003,1,1,1,1,1,1,1,1
G36008101367005,360811367005,G36008101367004,360811367004,1,1,1,1,1,1,1,1
G36008101377001,360811377001,G36008101377001,360811377001,1,1,1,1,1,1,1,1
G36008101377002,360811377002,G36008101377002,360811377002,1,1,1,1,1,1,1,1
G36008101377003,360811377003,G36008101377003,360811377003,1,1,1,1,1,1,1,1
G36008101377004,360811377004,G36008101377004,360811377004,1,1,1,1,1,1,1,1
G36008101385011,360811385011,G36008101385011,360811385011,1,1,1,1,1,1,1,1
G36008101385012,360811385012,G36008101385012,360811385012,1,1,1,1,1,1,1,1
G36008101385013,360811385013,G36008101385013,360811385013,1,1,1,1,1,1,1,1
G36008101385014,360811385014,G36008101385014,360811385014,1,1,1,1,1,1,1,1
G36008101385021,360811385021,G36008101385021,360811385021,0.9986437722,1,1,1,1,1,1,1
G36008101385021,360811385021,G36008101567001,360811567001,0.0013562278,0,0,0,0,0,0,0
G36008101399001,360811399001,G36008101399001,360811399001,1,1,1,1,1,1,1,1
G36008101399002,360811399002,G36008101399002,360811399002,1,1,1,1,1,1,1,1
G36008101403001,360811403001,G36008101403001,360811403001,1,1,1,1,1,1,1,1
G36008101403002,360811403002,G36008101403002,360811403002,1,1,1,1,1,1,1,1
G36008101409011,360811409011,G36008101409011,360811409011,1,1,1,1,1,1,1,1
G36008101409021,360811409021,G36008101409021,360811409021,1,1,1,1,1,1,1,1
G36008101409022,360811409022,G36008101409022,360811409022,1,1,1,1,1,1,1,1
G36008101417001,360811417001,G36008101417001,360811417001,1,1,1,1,1,1,1,1
G36008101417002,360811417002,G36008101417002,360811417002,1,1,1,1,1,1,1,1
G36008101417003,360811417003,G36008101417003,360811417003,1,1,1,1,1,1,1,1
G36008101417004,360811417004,G36008101417004,360811417004,1,1,1,1,1,1,1,1
G36008101417005,360811417005,G36008101417005,360811417005,1,1,1,1,1,1,1,1
G36008101429001,360811429001,G36008101429001,360811429001,1,1,1,1,1,1,1,1
G36008101429002,360811429002,G36008101429002,360811429002,1,1,1,1,1,1,1,1
G36008101429003,360811429003,G36008101429003,360811429003,1,1,1,1,1,1,1,1
G36008101429004,360811429004,G36008101429004,360811429004,1,1,1,1,1,1,1,1
G36008101435001,360811435001,G36008101435001,360811435001,1,1,1,1,1,1,1,1
G36008101435002,360811435002,G36008101435002,360811435002,1,1,1,1,1,1,1,1
G36008101441001,360811441001,G36008101441001,360811441001,1,1,1,1,1,1,1,1
G36008101441002,360811441002,G36008101441002,360811441002,1,1,1,1,1,1,1,1
G36008101441003,360811441003,G36008101441003,360811441003,1,1,1,1,1,1,1,1
G36008101441004,360811441004,G36008101441004,360811441004,1,1,1,1,1,1,1,1
G36008101447001,360811447001,G36008101447001,360811447001,1,1,1,1,1,1,1,1
G36008101447002,360811447002,G36008101447002,360811447002,1,1,1,1,1,1,1,1
G36008101451011,360811451011,G36008101451011,360811451011,1,1,1,1,1,1,1,1
G36008101451021,360811451021,G36008101451021,360811451021,1,1,1,1,1,1,1,1
G36008101451022,360811451022,G36008101451022,360811451022,1,1,1,1,1,1,1,1
G36008101459001,360811459001,G36008101459001,360811459001,1,1,1,1,1,1,1,1
G36008101459002,360811459002,G36008101459002,360811459002,1,1,1,1,1,1,1,1
G36008101459003,360811459003,G36008101459003,360811459003,1,1,1,1,1,1,1,1
G36008101463001,360811463001,G36008101463001,360811463001,1,1,1,1,1,1,1,1
G36008101463002,360811463002,G36008101463002,360811463002,1,1,1,1,1,1,1,1
G36008101467001,360811467001,G36008101467001,360811467001,1,1,1,1,1,1,1,1
G36008101467002,360811467002,G36008101467002,360811467002,1,1,1,1,1,1,1,1
G36008101467003,360811467003,G36008101467003,360811467003,1,1,1,1,1,1,1,1
G36008101471001,360811471001,G36008101471001,360811471001,1,1,1,1,1,1,1,1
G36008101471002,360811471002,G36008101471002,360811471002,1,1,1,1,1,1,1,1
G36008101479001,360811479001,G36005903008004,360593008004,0.0102158158,0.0059742039,0.005928657,0.0059886396,0.0053137067,0.005570124,0.0068638927,0.0006497852
G36008101479001,360811479001,G36008101479001,360811479001,0.9897841842,0.9940257961,0.994071343,0.9940113604,0.9946862933,0.994429876,0.9931361073,0.9993502148
G36008101479002,360811479002,G36008101479002,360811479002,1,1,1,1,1,1,1,1
G36008101479003,360811479003,G36008101479003,360811479003,1,1,1,1,1,1,1,1
G36008101483000,360811483000,G36008101483000,360811483000,1,1,1,1,1,1,1,1
G36008101483001,360811483001,G36008101483001,360811483001,1,1,1,1,1,1,1,1
G36008101483002,360811483002,G36008101483002,360811483002,1,1,1,1,1,1,1,1
G36008101483003,360811483003,G36008101483003,360811483003,1,1,1,1,1,1,1,1
G36008101483004,360811483004,G36008101483004,360811483004,1,1,1,1,1,1,1,1
G36008101507011,360811507011,G36008101507011,360811507011,1,1,1,1,1,1,1,1
G36008101507012,360811507012,G36008101507012,360811507012,1,1,1,1,1,1,1,1
G36008101507013,360811507013,G36008101507013,360811507013,1,1,1,1,1,1,1,1
G36008101507021,360811507021,G36008101507021,360811507021,1,1,1,1,1,1,1,1
G36008101507022,360811507022,G36008101507022,360811507022,1,1,1,1,1,1,1,1
G36008101507023,360811507023,G36005903008003,360593008003,0.0454498605,0.0337614068,0.0303131118,0.0339590835,0.0175064382,0.0194834074,0.0204327429,0.0106551692
G36008101507023,360811507023,G36005903009013,360593009013,0.0061326589,0,0,0,0,0,0,0
G36008101507023,360811507023,G36008101507023,360811507023,0.9484174807,0.9662385932,0.9696868882,0.9660409165,0.9824935618,0.9805165926,0.9795672571,0.9893448308
G36008101507024,360811507024,G36005903008002,360593008002,0.0494245155,0.0398890587,0.037320525,0.0473209105,0.0318374283,0.0319601737,0.0436573561,0.0074095775
G36008101507024,360811507024,G36005903008003,360593008003,0.0348789922,0.0180259209,0.0173755019,0.0181834901,0.0126069193,0.0116449455,0.0187070415,0
G36008101507024,360811507024,G36008101507024,360811507024,0.9156964922,0.9420850204,0.9453039731,0.9344955994,0.9555556524,0.9563948807,0.9376356024,0.9925904225
G36008101529011,360811529011,G36008101529011,360811529011,0.9957023686,1,1,1,1,1,1,1
G36008101529011,360811529011,G36008101567001,360811567001,0.0042976314,0,0,0,0,0,0,0
G36008101529012,360811529012,G36008101529012,360811529012,1,1,1,1,1,1,1,1
G36008101529013,360811529013,G36008101529013,360811529013,1,1,1,1,1,1,1,1
G36008101529021,360811529021,G36008101529021,360811529021,1,1,1,1,1,1,1,1
G36008101529022,360811529022,G36005903009013,360593009013,0.0067311835,0.0002346617,0.0002518463,0.0002610238,0.0002542423,0.0002531816,0.0002508121,0.0003293016
G36008101529022,360811529022,G36008101529022,360811529022,0.9932688165,0.9997653383,0.9997481537,0.9997389762,0.9997457577,0.9997468184,0.9997491879,0.9996706984
G36008101529023,360811529023,G36008101529023,360811529023,1,1,1,1,1,1,1,1
G36008101529024,360811529024,G36008101529024,360811529024,1,1,1,1,1,1,1,1
G36008101551011,360811551011,G36008101551011,360811551011,1,1,1,1,1,1,1,1
G36008101551021,360811551021,G36008101551031,360811551031,0.9886405951,1,1,1,1,1,1,1
G36008101551021,360811551021,G36008101567001,360811567001,0.0113594049,0,0,0,0,0,0,0
G36008101551022,360811551022,G36008101551032,360811551032,1,1,1,1,1,1,1,1
G36008101551023,360811551023,G36008101551042,360811551042,1,1,1,1,1,1,1,1
G36008101551024,360811551024,G36008101551041,360811551041,1,1,1,1,1,1,1,1
G36008101551025,360811551025,G36008101551033,360811551033,1,1,1,1,1,1,1,1
G36008101551026,360811551026,G36008101551034,360811551034,1,1,1,1,1,1,1,1
G36008101567001,360811567001,G36008101567001,360811567001,1,1,1,1,1,1,1,1
G36008101571011,360811571011,G36008101567001,360811567001,0.1378093867,0,0,0,0,0,0,0
G36008101571011,360811571011,G36008101571011,360811571011,0.8621906133,1,1,1,1,1,1,1
G36008101571012,360811571012,G36008101571012,360811571012,1,1,1,1,1,1,1,1
G36008101571013,360811571013,G36008101571013,360811571013,1,1,1,1,1,1,1,1
G36008101571014,360811571014,G36008101571014,360811571014,1,1,1,1,1,1,1,1
G36008101571015,360811571015,G36008101571015,360811571015,1,1,1,1,1,1,1,1
G36008101571016,360811571016,G36008101571016,360811571016,1,1,1,1,1,1,1,1
G36008101571017,360811571017,G36008101571017,360811571017,1,1,1,1,1,1,1,1
G36008101571018,360811571018,G36008101571018,360811571018,1,1,1,1,1,1,1,1
G36008101571021,360811571021,G36008101571021,360811571021,1,1,1,1,1,1,1,1
G36008101571022,360811571022,G36008101571022,360811571022,1,1,1,1,1,1,1,1
G36008101579011,360811579011,G36008101579011,360811579011,1,1,1,1,1,1,1,1
G36008101579012,360811579012,G36008101579012,360811579012,1,1,1,1,1,1,1,1
G36008101579013,360811579013,G36008101579013,360811579013,1,1,1,1,1,1,1,1
G36008101579014,360811579014,G36008101579014,360811579014,1,1,1,1,1,1,1,1
G36008101579015,360811579015,G36005903027002,360593027002,0.0032358978,0,0,0,0,0,0,0
G36008101579015,360811579015,G36008101579015,360811579015,0.9967641022,1,1,1,1,1,1,1
G36008101579016,360811579016,G36008101579016,360811579016,1,1,1,1,1,1,1,1
G36008101579021,360811579021,G36008101579021,360811579021,1,1,1,1,1,1,1,1
G36008101579022,360811579022,G36008101579022,360811579022,1,1,1,1,1,1,1,1
G36008101579023,360811579023,G36008101579023,360811579023,1,1,1,1,1,1,1,1
G36008101579024,360811579024,G36008101579024,360811579024,1,1,1,1,1,1,1,1
G36008101579025,360811579025,G36008101579025,360811579025,1,1,1,1,1,1,1,1
G36008101579031,360811579031,G36005903026001,360593026001,0.0178213053,0.0073033886,0.0071395989,0.0065962625,0.0057748805,0.0059278305,0.0080338523,0.0016861415
G36008101579031,360811579031,G36005903026002,360593026002,0.0348645494,0.0258727476,0.0268391634,0.0221341977,0.0274763215,0.0267275539,0.0340139049,0.0156432957
G36008101579031,360811579031,G36005903027001,360593027001,0.0053167512,0,0,0,0,0,0,0
G36008101579031,360811579031,G36005903027003,360593027003,0.0095405117,0.0058603688,0.0049718993,0.0057642464,0.0054826543,0.0051872924,0.0030399089,0.0099040233
G36008101579031,360811579031,G36008101579031,360811579031,0.9324568824,0.960963495,0.9610493384,0.9655052934,0.9612661437,0.9621573232,0.9549123339,0.9727665395
G36008101579032,360811579032,G36008101579032,360811579032,1,1,1,1,1,1,1,1
G36008101579033,360811579033,G36005903026002,360593026002,0.0063962447,0.014824118,0.0150651727,0.013284999,0.0161698422,0.0157728148,0.0131867628,0.0308030559
G36008101579033,360811579033,G36008101579033,360811579033,0.9936037553,0.985175882,0.9849348273,0.986715001,0.9838301578,0.9842271852,0.9868132372,0.9691969441
G36008101579034,360811579034,G36005903026002,360593026002,0.0539975872,0.0347687998,0.0357824592,0.0373190259,0.0352593195,0.0353264661,0.0367163664,0.0318534724
G36008101579034,360811579034,G36005904045004,360594045004,0.0029047629,0.0035382082,0.0034038458,0.0032584009,0.0036508477,0.0035575779,0.004313965,0.0021008111
G36008101579034,360811579034,G36005904045005,360594045005,0.0070293913,0,0,0,0,0,0,0
G36008101579034,360811579034,G36008101579034,360811579034,0.9360682586,0.9616929921,0.960813695,0.9594225733,0.9610898328,0.961115956,0.9589696686,0.9660457165
